1700,0.999903,189.184,20179,0
1400,0.999903,224.285,17589,0
1100,0.999903,275.356,14819,0
1000,0.999903,298.915,13847,0
900,0.999903,327.171,12841,0
800,0.999903,362.039,11802,0
700,0.999903,405.34,10721,0
600,0.999903,461.95,9592,0
500,0.999903,539.186,8411,0
400,0.999703,654.279,7148,0
300,0.999403,835.665,5791,0
250,0.999203,975.772,5064,0
200,0.998603,1183.27,4295,0
180,0.998203,1291.69,3974,0
160,0.997803,1428.05,3644,0
140,0.996704,1589.23,3299,0
120,0.995304,1824.26,2939,0
100,0.992805,2126.28,2567,0
90,0.992305,2323.79,2374,0
80,0.990605,2562.91,2172,0
70,0.988206,2865.52,1967,0
60,0.984207,3257.36,1753,0
55,0.981607,3463.47,1644,0
50,0.979308,3779.03,1531,0
45,0.975909,4124.43,1418,0
40,0.97011,4514.86,1303,0
35,0.963512,5035.81,1182,0
30,0.954214,5668.16,1059,0
25,0.941317,6538.36,932,0
20,0.919023,7714.26,799,0
15,0.886231,9528.75,663,0
10,0.824846,12537.6,517,0
