1700,0.990000,400.789762,12253.465000,1710.403000,0,12
1400,0.987800,481.451883,10408.817000,1410.763000,0,12
1100,0.984000,601.499460,8496.448000,1110.900000,0,12
1000,0.982900,657.073148,7839.390000,1011.006000,0,12
900,0.980700,727.569584,7174.007000,911.251000,0,12
800,0.978800,797.551248,6497.822000,811.427000,0,12
700,0.975500,906.313573,5809.002000,711.684000,0,12
600,0.971800,1048.529643,5104.146000,611.928000,0,12
500,0.966300,1222.009544,4380.369000,512.147000,0,12
400,0.958500,1484.135708,3635.597000,412.448000,0,12
300,0.944200,1877.934897,2862.874000,312.687000,0,12
250,0.934000,2153.745451,2466.212000,263.158000,0,12
200,0.918800,2574.481653,2056.068000,213.479000,0,12
180,0.910400,2771.904543,1890.189000,193.708000,0,12
160,0.900600,2994.930792,1721.385000,173.935000,0,12
140,0.887100,3308.510899,1549.515000,154.176000,0,12
120,0.872500,3686.294563,1375.440000,134.522000,0,12
100,0.851400,4205.003615,1198.758000,114.911000,0,12
90,0.841100,4498.310351,1109.922000,105.174000,0,12
80,0.827800,4837.454959,1022.818000,95.737000,0,12
70,0.808200,5277.275356,930.014000,85.904000,0,12
60,0.787200,5792.582832,836.268000,76.091000,0,12
55,0.774800,6117.777657,789.024000,71.213000,0,12
50,0.761000,6412.154449,741.563000,66.361000,0,12
45,0.746400,6860.095521,693.450000,61.523000,0,12
40,0.729500,7287.137043,644.796000,56.634000,0,12
35,0.708700,7830.434203,596.069000,51.835000,0,12
30,0.682400,8412.702484,546.936000,47.003000,0,12
25,0.641400,9293.838794,493.969000,41.880000,0,12
20,0.600800,10219.357278,444.614000,37.125000,0,12
15,0.540500,11768.761398,385.266000,31.672000,0,12
10,0.450300,13838.554223,322.112000,25.969000,0,12
