1700,0.9999,129.8388152772743
1500,0.9999,131.99302256275115
1300,0.9999,128.68266451986113
1100,0.9999,130.8766543237355
1000,0.9999,129.36308933431445
900,0.9999,129.88162677302356
800,0.9999,133.1897164922264
700,0.9999,132.77892284527204
600,0.9999,127.83476436021493
500,0.9999,130.2860251248049
400,0.9999,129.91618844981357
300,0.9999,128.38640908273211
250,0.9999,131.28897554599217
200,0.9999,127.07441367316115
180,0.9999,134.38672844932256
160,0.9999,132.49703040520114
140,0.9999,127.13538394452256
120,0.9999,130.18277435513218
100,0.9999,132.0617034208618
90,0.9999,126.78682712028193
80,0.9999,129.88104761631672
70,0.9999,127.95369254028823
60,0.9999,135.4225335286927
55,0.9999,129.17264542171904
50,0.9999,133.4402389813362
45,0.9999,128.7042638559169
40,0.9999,129.00590988172394
35,0.9999,132.21143533417612
30,0.9999,129.44997162893142
25,0.9999,129.42608843339255
20,0.9999,128.21648661972685
15,0.9999,128.20463130574197
10,0.9999,132.40362880867627
