1700,0.6173,222.73
1400,0.5766,214.28
1100,0.5197,234.24
1000,0.4949,412.75
900,0.4949,426.45
800,0.4949,424.07
700,0.4949,429.01
600,0.4949,429.37
500,0.4949,236.10
400,0.4949,430.57
300,0.4949,387.77
250,0.4949,263.77
200,0.4949,342.17
180,0.4949,392.69
160,0.4949,438.89
140,0.4949,437.51
120,0.4949,286.70
100,0.4949,299.68
90,0.4949,433.18
80,0.4949,437.54
70,0.4949,437.89
60,0.4949,431.28
50,0.4949,438.54
40,0.4949,429.41
30,0.4949,429.67
20,0.4949,428.41
10,0.4949,430.88
