1700,0.9749,85.1976
1400,0.9745,108.987
1100,0.9744,140.501
1000,0.9739,155.075
900,0.9737,172.555
800,0.9733,193.742
700,0.9725,220.631
600,0.9711,255.393
500,0.9696,302.669
400,0.9676,372.197
300,0.9634,480.291
250,0.96,565.541
200,0.9544,689.128
180,0.9514,757.54
160,0.9472,836.164
140,0.9428,941.687
120,0.9361,1078.42
100,0.9293,1267.02
90,0.923,1391.07
80,0.916,1534.14
70,0.9075,1723.52
60,0.8962,1962.02
55,0.8894,2104.39
50,0.8792,2303.05
45,0.8678,2528.91
40,0.8544,2780.22
35,0.835,3124.69
30,0.8095,3554.47
25,0.7765,4169.38
20,0.7269,5014.67
15,0.66,6348.55
10,0.5464,8832.16
