1700,1.000000,703.702876,4554.904000,1700.755000,0,6
1400,1.000000,817.582288,4331.529000,1400.893000,0,6
1100,1.000000,985.566130,3992.920000,1101.070000,0,6
1000,1.000000,1064.362536,3847.630000,1001.137000,0,6
900,1.000000,1154.810757,3683.014000,901.219000,0,6
800,1.000000,1269.569685,3494.768000,801.295000,0,6
700,1.000000,1409.730042,3282.100000,701.375000,0,6
600,1.000000,1595.007695,3037.500000,601.489000,0,6
500,1.000000,1839.288808,2756.266000,501.621000,0,6
400,1.000000,2199.025242,2428.563000,401.778000,0,6
300,1.000000,2765.348841,2041.168000,302.008000,0,6
250,1.000000,3189.811690,1818.086000,252.129000,0,6
200,1.000000,3813.748877,1571.487000,202.281000,0,6
180,0.999900,4133.667957,1465.345000,182.370000,0,6
160,0.999600,4489.855804,1351.839000,162.436000,0,6
140,0.999600,5016.182204,1233.857000,142.531000,0,6
120,0.999200,5683.221970,1108.455000,122.641000,0,6
100,0.998800,6539.620971,975.160000,102.743000,0,6
90,0.998600,7097.186293,905.556000,92.856000,0,6
80,0.997400,7761.911379,832.965000,82.934000,0,6
70,0.996900,8612.202033,757.876000,73.039000,0,6
60,0.995100,9698.556263,679.560000,63.162000,0,6
55,0.993800,10388.236120,638.155000,58.222000,0,6
50,0.991800,11134.373787,595.955000,53.301000,0,6
45,0.989700,12112.761525,553.053000,48.395000,0,6
40,0.986500,13152.130297,508.402000,43.517000,0,6
35,0.982000,14673.698616,462.874000,38.617000,0,6
30,0.974800,16394.539713,415.391000,33.722000,0,6
25,0.965800,18753.802685,366.786000,28.906000,0,6
20,0.949200,21948.140670,316.600000,24.161000,0,6
15,0.921100,26785.959186,264.768000,19.480000,0,6
10,0.865500,34341.236019,211.266000,14.927000,0,6
