1700,0.993800,65.058704,22228.074000,0.000000,0,0
1400,0.992300,99.347916,19343.351000,0.000000,0,0
1100,0.990900,103.989066,16244.096000,0.000000,0,0
1000,0.990700,113.955103,15151.515000,0.000000,0,0
900,0.989600,106.726690,14022.141000,0.000000,0,0
800,0.988500,121.090421,12856.123000,0.000000,0,0
700,0.986300,151.079426,11641.253000,0.000000,0,0
600,0.983400,151.493144,10374.099000,0.000000,0,0
500,0.979900,176.688695,9035.471000,0.000000,0,0
400,0.972900,235.313420,7619.836000,0.000000,0,0
300,0.963300,323.743097,6105.790000,0.000000,0,0
250,0.953200,375.540353,5303.210000,0.000000,0,0
200,0.941600,449.228187,4455.685000,0.000000,0,0
180,0.932900,488.826042,4102.395000,0.000000,0,0
160,0.924300,537.558122,3740.024000,0.000000,0,0
140,0.915200,598.638065,3371.537000,0.000000,0,0
120,0.902900,677.949927,2990.887000,0.000000,0,0
100,0.882500,784.945500,2595.396000,0.000000,0,0
90,0.870600,854.162120,2392.822000,0.000000,0,0
80,0.857400,937.300273,2187.031000,0.000000,0,0
70,0.839300,1041.300362,1978.656000,0.000000,0,0
60,0.816700,1112.902526,1762.524000,0.000000,0,0
55,0.802700,990.934129,1652.909000,0.000000,0,0
50,0.789500,1059.633274,1543.868000,0.000000,0,0
45,0.773000,1137.093473,1435.624000,0.000000,0,0
40,0.750600,1241.015649,1320.498000,0.000000,0,0
35,0.729400,1370.618835,1203.179000,0.000000,0,0
30,0.701600,1529.106425,1086.073000,0.000000,0,0
25,0.668300,1734.260375,966.507000,0.000000,0,0
20,0.623100,2013.572854,837.923000,0.000000,0,0
15,0.562800,2460.640372,701.152000,0.000000,0,0
10,0.477500,3184.380355,555.895000,0.000000,0,0
