1700,0.998200,179.106494,25411.202000,0.000000,0,0
1400,0.997600,213.252001,21832.466000,0.000000,0,0
1100,0.996900,263.197870,18078.581000,0.000000,0,0
1000,0.996700,285.801410,16771.070000,0.000000,0,0
900,0.996200,313.112470,15440.548000,0.000000,0,0
800,0.995900,346.396297,14083.039000,0.000000,0,0
700,0.995000,389.174654,12687.683000,0.000000,0,0
600,0.994100,445.072751,11237.786000,0.000000,0,0
500,0.993200,519.944772,9741.369000,0.000000,0,0
400,0.991800,628.905091,8171.732000,0.000000,0,0
300,0.988600,804.615890,6512.476000,0.000000,0,0
250,0.985900,942.342355,5640.584000,0.000000,0,0
200,0.983000,1136.771784,4735.810000,0.000000,0,0
180,0.981400,1234.805639,4361.429000,0.000000,0,0
160,0.978900,1370.186809,3974.946000,0.000000,0,0
140,0.976400,1534.992927,3580.197000,0.000000,0,0
120,0.972400,1747.934272,3175.139000,0.000000,0,0
100,0.965000,2032.149202,2752.830000,0.000000,0,0
90,0.960000,2211.552396,2538.902000,0.000000,0,0
80,0.955300,2426.857435,2323.025000,0.000000,0,0
70,0.947900,2722.544600,2095.676000,0.000000,0,0
60,0.939500,3089.995736,1864.946000,0.000000,0,0
55,0.933000,3320.114640,1745.178000,0.000000,0,0
50,0.926500,3585.897038,1623.400000,0.000000,0,0
45,0.918200,3875.331861,1502.392000,0.000000,0,0
40,0.908700,4251.653789,1380.258000,0.000000,0,0
35,0.898800,4726.617188,1255.046000,0.000000,0,0
30,0.885400,5311.679980,1128.903000,0.000000,0,0
25,0.864300,6070.877028,997.379000,0.000000,0,0
20,0.841900,7107.856635,865.071000,0.000000,0,0
15,0.804300,8681.212901,727.518000,0.000000,0,0
10,0.743400,11051.201809,580.905000,0.000000,0,0
