1700,1.0,168.88460287916507
1500,1.0,174.05958921843322
1300,1.0,177.14818845950953
1100,1.0,173.22965638666815
1000,1.0,170.68416151541575
900,1.0,174.0294299198307
800,1.0,177.16914781945044
700,1.0,183.5527878855538
600,1.0,170.72083663265224
500,1.0,175.19249415137983
400,1.0,173.58753690433662
300,1.0,169.82021213679522
250,1.0,176.9848889320981
200,1.0,180.36015923865148
180,1.0,181.76657195324057
160,1.0,173.29490216902062
140,1.0,172.5486730738717
120,1.0,177.5679667913546
100,1.0,182.6011640089326
90,1.0,175.66286566031508
80,1.0,174.77953289159072
70,1.0,171.2846742609075
60,1.0,169.03735728884698
55,1.0,171.7078270250496
50,1.0,172.62912177204572
45,1.0,173.4562878619795
40,1.0,170.9390451256152
35,1.0,174.85962632946635
30,1.0,175.10365184469222
25,1.0,175.0474542875046
20,1.0,175.06759794987912
15,1.0,169.84638520077047
10,1.0,173.35051007397652
