1700,1.000000,453.899040,8750.483000,1706.688000,0,8
1400,0.999900,535.371610,7740.862000,1406.844000,0,8
1100,1.000000,646.630262,6625.400000,1106.997000,0,8
1000,1.000000,707.043429,6221.803000,1007.057000,0,8
900,0.999900,771.480231,5800.071000,907.131000,0,8
800,0.999900,850.759973,5355.725000,807.192000,0,8
700,0.999900,951.557372,4888.850000,707.283000,0,8
600,0.999800,1082.787094,4395.251000,607.361000,0,8
500,0.999700,1258.007640,3863.630000,507.495000,0,8
400,0.999800,1517.365519,3292.521000,407.655000,0,8
300,0.999600,1930.676649,2669.401000,307.821000,0,8
250,0.999200,2247.398287,2331.728000,257.974000,0,8
200,0.999000,2697.258527,1974.110000,208.138000,0,8
180,0.998900,2937.153486,1823.927000,188.235000,0,8
160,0.998000,3231.064551,1670.063000,168.303000,0,8
140,0.997100,3601.226055,1509.468000,148.415000,0,8
120,0.995500,4065.835174,1344.173000,128.537000,0,8
100,0.993700,4708.391715,1172.236000,108.687000,0,8
90,0.991800,5092.509976,1083.499000,98.804000,0,8
80,0.989200,5561.528359,992.393000,88.872000,0,8
70,0.985300,6168.555482,899.319000,79.034000,0,8
60,0.981500,6900.388959,803.330000,69.168000,0,8
55,0.977900,7392.586094,754.321000,64.280000,0,8
50,0.973500,7900.815688,704.305000,59.332000,0,8
45,0.968400,8573.087807,654.408000,54.489000,0,8
40,0.961400,9241.837198,603.357000,49.636000,0,8
35,0.952600,10206.151919,551.365000,44.797000,0,8
30,0.939200,11253.981279,499.488000,39.989000,0,8
25,0.922700,12766.072885,446.388000,35.189000,0,8
20,0.897700,14611.387715,392.623000,30.436000,0,8
15,0.855100,17500.934769,337.706000,25.736000,0,8
10,0.779400,22018.369794,277.687000,20.794000,0,8
