1700,0.997600,237.694683,9001.451000,1704.167000,22,-1
1400,0.996400,281.679515,7778.967000,1404.286000,22,-1
1100,0.995500,347.912098,6478.036000,1104.469000,22,-1
1000,0.995300,378.125599,6023.222000,1004.641000,22,-1
900,0.995000,414.995569,5556.371000,904.698000,22,-1
800,0.994600,459.477672,5075.887000,804.854000,22,-1
700,0.994000,516.676089,4579.549000,704.948000,22,-1
600,0.993500,591.322651,4064.808000,605.172000,22,-1
500,0.992700,692.560762,3528.563000,505.354000,22,-1
400,0.992200,841.928272,2966.042000,405.743000,22,-1
300,0.988000,1079.654329,2372.063000,306.107000,22,-1
250,0.985300,1259.037470,2057.300000,256.376000,22,-1
200,0.981200,1526.382597,1729.969000,206.693000,22,-1
180,0.979200,1669.173061,1594.481000,186.828000,22,-1
160,0.976900,1843.522863,1455.171000,166.867000,22,-1
140,0.973400,2061.081698,1313.644000,147.180000,22,-1
120,0.967800,2338.868671,1166.002000,127.318000,22,-1
100,0.962200,2704.796793,1018.925000,107.772000,22,-1
90,0.957700,2918.824754,942.711000,97.915000,22,-1
80,0.953700,3218.200235,864.747000,88.088000,22,-1
70,0.947400,3570.735402,784.583000,78.217000,22,-1
60,0.938400,4013.868461,701.630000,68.301000,22,-1
55,0.930700,4292.152650,659.850000,63.371000,22,-1
50,0.925900,4586.130353,618.916000,58.586000,22,-1
45,0.918900,4938.568260,576.478000,53.758000,22,-1
40,0.905600,5362.834500,531.326000,48.799000,22,-1
35,0.893000,5902.295304,487.362000,43.992000,22,-1
30,0.876000,6541.883296,440.764000,39.017000,22,-1
25,0.858500,7371.213004,395.300000,34.226000,22,-1
20,0.829400,8443.689042,347.061000,29.344000,22,-1
15,0.786100,10019.701137,297.789000,24.516000,22,-1
10,0.713400,12524.926953,242.421000,19.329000,22,-1
