1700,0.9999,11.737874162502582
1500,0.9999,13.671093695024915
1300,0.9998,16.072702701187495
1100,0.9998,19.195813920681324
1000,0.9998,21.319193947881907
900,0.9998,23.574368104062692
800,0.9998,26.4387846433287
700,0.9998,30.38322626714659
600,0.9998,40.86345609440508
500,0.9998,45.45686375011973
400,0.9998,52.398556862942634
300,0.9997,61.76347625476168
250,0.9994,69.01353941250501
200,0.9992,77.83272395383254
180,0.9988,82.20727589459102
160,0.9985,87.15415694469895
140,0.9986,92.70875092809786
120,0.9982,97.82218447273769
100,0.9978,103.62486820534242
90,0.9977,105.5978328887124
80,0.9964,107.33668565983963
70,0.9959,110.45382883989039
60,0.994,112.77667674180015
55,0.9925,112.95818135535468
50,0.9907,114.22907931934644
45,0.9891,115.90221789375119
40,0.9863,116.85714942435865
35,0.9827,118.23144108804055
30,0.9774,116.4006154409905
25,0.9697,114.2063272308898
20,0.9569,117.2727861158414
15,0.9369,112.43887551044863
10,0.893,101.44684546397127
