1700,0.999500,253.586754,19387.330000,0.000000,0,0
1400,0.999500,314.950020,16965.447000,0.000000,0,0
1100,0.999500,384.821039,14347.918000,0.000000,0,0
1000,0.999600,415.481923,13420.343000,0.000000,0,0
900,0.999500,392.568942,12462.812000,0.000000,0,0
800,0.999700,423.934798,11468.019000,0.000000,0,0
700,0.999500,472.029264,10428.097000,0.000000,0,0
600,0.999600,534.912473,9340.409000,0.000000,0,0
500,0.999600,618.303578,8187.662000,0.000000,0,0
400,0.999400,739.993513,6961.521000,0.000000,0,0
300,0.999100,933.516836,5634.241000,0.000000,0,0
250,0.998700,1084.222770,4923.582000,0.000000,0,0
200,0.998300,1299.305508,4165.234000,0.000000,0,0
180,0.997700,1415.871404,3848.148000,0.000000,0,0
160,0.997100,1543.525763,3521.712000,0.000000,0,0
140,0.996600,1739.701922,3181.406000,0.000000,0,0
120,0.995300,1968.531287,2833.207000,0.000000,0,0
100,0.992200,2285.017170,2468.019000,0.000000,0,0
90,0.990500,2484.869110,2280.080000,0.000000,0,0
80,0.988200,2733.459792,2085.797000,0.000000,0,0
70,0.984800,3036.560959,1885.180000,0.000000,0,0
60,0.981000,3438.699239,1678.289000,0.000000,0,0
55,0.979000,3699.097054,1573.063000,0.000000,0,0
50,0.974400,3983.341173,1464.908000,0.000000,0,0
45,0.969800,4346.892393,1353.929000,0.000000,0,0
40,0.963500,4772.684415,1240.824000,0.000000,0,0
35,0.955600,5318.396440,1123.506000,0.000000,0,0
30,0.944400,5998.262915,1006.619000,0.000000,0,0
25,0.927500,6919.045685,883.904000,0.000000,0,0
20,0.907500,8129.210880,762.310000,0.000000,0,0
15,0.867400,10022.411917,633.348000,0.000000,0,0
10,0.803400,13071.602040,502.273000,0.000000,0,0
