1700,0.986506,78.71,20274,0
1400,0.984607,91.4928,17803,0
1100,0.982407,110.45,15107,0
1000,0.981907,118.469,14147,0
900,0.980308,128.443,13150,0
800,0.978708,141.046,12114,0
700,0.976909,156.414,11033,0
600,0.974109,176.372,9887,0
500,0.97081,204.045,8675,0
400,0.965311,243.528,7373,0
300,0.957213,306.096,5966,0
250,0.950415,354.07,5204,0
200,0.940917,424.048,4396,0
180,0.938118,461.377,4056,0
160,0.932819,508.216,3707,0
140,0.926821,565.327,3350,0
120,0.917423,642.569,2974,0
100,0.904426,744.768,2585,0
90,0.896128,809.198,2386,0
80,0.886831,881.392,2177,0
70,0.874833,981.718,1961,0
60,0.857738,1112.44,1745,0
55,0.84594,1195.28,1631,0
50,0.834643,1286.63,1515,0
45,0.822146,1403.26,1401,0
40,0.80555,1510.35,1284,0
35,0.785755,1679.48,1168,0
30,0.763261,1916.73,1050,0
25,0.730069,2198.52,923,0
20,0.692878,2568.46,796,0
15,0.638191,3101.91,658,0
10,0.56071,4100,518,0
